Año,Trimestre,Provincia,Mbps (Media de bajada),ADSL,Cablemodem,Fibra óptica,Wireless,Otras Tecnologias,Total,Accesos por cada 100 hogares,Periodo,Accesos Totales,Accesos Totales en el Periodo Anterior,Nuevos Accesos,Nuevos Acesos Cada 100 Hogares (NACH),Accesos por cada 100 hogares (nacional),Coeficiente de Desigualdad de Penetración por Hogar,Porcentaje Fibra Óptica
2014,1,Buenos Aires,"3,73",1567685,1000879,120960,16528,33824,2739876.0,"54,57",2014 - Q1,2739876,0,0,"0,00","36,19","0,30","4,41%"
2014,2,Buenos Aires,"3,85",1568881,1025490,120008,17020,33147,2764546.0,"55,06",2014 - Q2,2764546,2739876,24670,"0,90","36,64","0,30","4,34%"
2014,3,Buenos Aires,"3,97",1562533,1110628,124474,20049,31881,2849565.0,"56,75",2014 - Q3,2849565,2764546,85019,"3,08","37,34","0,30","4,37%"
2014,4,Buenos Aires,"4,20",1575978,1070135,120528,17728,32038,2816407.0,"56,09",2014 - Q4,2816407,2849565,-33158,"-1,16","37,39","0,29","4,28%"
2015,1,Buenos Aires,"4,32",1583135,1096836,134177,18754,28940,2861842.0,"56,37",2015 - Q1,2861842,2816407,45435,"1,61","38,51","0,29","4,69%"
2015,2,Buenos Aires,"4,46",1581770,1141052,115660,19268,26040,2883790.0,"56,80",2015 - Q2,2883790,2861842,21948,"0,77","38,97","0,29","4,01%"
2015,3,Buenos Aires,"4,70",1585467,1183894,113590,19989,25825,2928765.0,"57,69",2015 - Q3,2928765,2883790,44975,"1,56","39,64","0,29","3,88%"
2015,4,Buenos Aires,"4,88",1586343,1223603,103269,20397,25773,2959385.0,"58,29",2015 - Q4,2959385,2928765,30620,"1,05","39,67","0,29","3,49%"
2016,1,Buenos Aires,"4,99",1583560,1200859,111231,21108,25757,2942515.0,"57,34",2016 - Q1,2942515,2959385,-16870,"-0,57","38,92","0,29","3,78%"
2016,2,Buenos Aires,"5,42",1579448,1305949,113070,21163,25661,3045291.0,"59,34",2016 - Q2,3045291,2942515,102776,"3,49","39,89","0,29","3,71%"
2016,3,Buenos Aires,"5,91",1574216,1355770,113463,18867,24276,3086592.0,"60,14",2016 - Q3,3086592,3045291,41301,"1,36","40,31","0,29","3,68%"
2016,4,Buenos Aires,"6,35",1563542,1414676,118747,21394,24342,3142701.0,"61,24",2016 - Q4,3142701,3086592,56109,"1,82","40,43","0,30","3,78%"
2017,1,Buenos Aires,"6,68",1559178,1465817,118839,21200,24342,3189376.0,"58,57",2017 - Q1,3189376,3142701,46675,"1,49","39,56","0,29","3,73%"
2017,2,Buenos Aires,"7,20",1378549,1535037,119132,21555,24358,3078631.0,"56,27",2017 - Q2,3078631,3189376,-110745,"-3,47","40,29","0,30","3,87%"
2017,3,Buenos Aires,"8,43",1288025,1571180,124920,35058,38777,3057960.0,"55,63",2017 - Q3,3057960,3078631,-20671,"-0,67","45,37","0,24","4,09%"
2017,4,Buenos Aires,"12,97",1241172,1718013,131181,60082,31448,3181896.0,"57,61",2017 - Q4,3181896,3057960,123936,"4,05","44,88","0,26","4,12%"
2018,1,Buenos Aires,"14,20",1452061,1793884,133928,64379,31194,3475446.0,"62,63",2018 - Q1,3475446,3181896,293550,"9,23","45,95","0,23","3,85%"
2018,2,Buenos Aires,"14,68",1450203,1807868,143626,71256,27746,3500699.0,"62,78",2018 - Q2,3500699,3475446,25253,"0,73","47,53","0,24","4,10%"
2018,3,Buenos Aires,"16,78",1435856,1929273,156382,62318,26448,3610277.0,"64,44",2018 - Q3,3610277,3500699,109578,"3,13","49,64","0,22","4,33%"
2018,4,Buenos Aires,"16,93",1305576,1949637,296102,65477,19814,3636606.0,"64,60",2018 - Q4,3636606,3610277,26329,"0,73","50,79","0,22","8,14%"
2019,1,Buenos Aires,"19,64",1304507,2020730,336362,64867,20201,3746667.0,"66,24",2019 - Q1,3746667,3636606,110061,"3,03","51,34","0,22","8,98%"
2019,2,Buenos Aires,"22,48",1284658,2079900,382971,75240,32929,3855698.0,"67,85",2019 - Q2,3855698,3746667,109031,"2,91","54,31","0,21","9,93%"
2019,3,Buenos Aires,"25,68",1277249,2144956,425386,85572,27070,3960233.0,"69,36",2019 - Q3,3960233,3855698,104535,"2,71","55,47","0,21","10,74%"
2019,4,Buenos Aires,"30,77",720011,2191672,669194,87111,18266,3686254.0,"64,25",2019 - Q4,3686254,3960233,-273979,"-6,92","53,55","0,19","18,15%"
2020,1,Buenos Aires,"45,18",673237,2210349,720688,85443,18334,3708051.0,"64,33",2020 - Q1,3708051,3686254,21797,"0,59","53,36","0,19","19,44%"
2020,2,Buenos Aires,"45,66",661272,2244277,723072,91736,57189,3777546.0,"65,22",2020 - Q2,3777546,3708051,69495,"1,87","55,36","0,17","19,14%"
2020,3,Buenos Aires,"48,38",653930,2384557,749087,94162,55541,3937277.0,"67,66",2020 - Q3,3937277,3777546,159731,"4,23","57,36","0,17","19,03%"
2020,4,Buenos Aires,"50,01",635651,2441248,804991,93444,57927,4033261.0,"68,98",2020 - Q4,4033261,3937277,95984,"2,44","58,44","0,17","19,96%"
2021,1,Buenos Aires,"50,79",629679,2452056,821597,98806,57864,4060002.0,"69,11",2021 - Q1,4060002,4033261,26741,"0,66","59,08","0,17","20,24%"
2021,2,Buenos Aires,"52,76",603255,2503830,854173,113546,57547,4132351.0,"70,00",2021 - Q2,4132351,4060002,72349,"1,78","61,05","0,16","20,67%"
2021,3,Buenos Aires,"56,26",585729,2595485,885613,120228,64554,4251609.0,"71,68",2021 - Q3,4251609,4132351,119258,"2,89","63,01","0,17","20,83%"
2021,4,Buenos Aires,"60,21",426325,2706506,1176024,126887,73415,4509157.0,"75,66",2021 - Q4,4509157,4251609,257548,"6,06","64,78","0,17","26,08%"
2022,1,Buenos Aires,"62,51",392045,2728865,1242121,125521,66872,4555424.0,"76,08",2022 - Q1,4555424,4509157,46267,"1,03","65,90","0,17","27,27%"
2022,2,Buenos Aires,"65,50",350652,2719613,1399043,126847,71028,4667183.0,"77,58",2022 - Q2,4667183,4555424,111759,"2,45","67,78","0,16","29,98%"
2022,3,Buenos Aires,"70,19",339648,2748325,1436433,126846,70416,4721668.0,"78,11",2022 - Q3,4721668,4667183,54485,"1,17","68,58","0,16","30,42%"
2022,4,Buenos Aires,"111,00",325908,2767247,1499149,129910,72451,4794665.0,"78,94",2022 - Q4,4794665,4721668,72997,"1,55","69,03","0,17","31,27%"
2023,1,Buenos Aires,"116,18",304583,2761043,1551074,132458,71770,4820928.0,"79,00",2023 - Q1,4820928,4794665,26263,"0,55","69,17","0,17","32,17%"
2023,2,Buenos Aires,"138,35",265537,2766463,1645945,138405,69138,4885488.0,"79,67",2023 - Q2,4885488,4820928,64560,"1,34","69,05","0,17","33,69%"
2023,3,Buenos Aires,"146,84",237705,2784175,1740239,137921,68197,4968237.0,"80,64",2023 - Q3,4968237,4885488,82749,"1,69","69,94","0,17","35,03%"
2023,4,Buenos Aires,"158,49",223391,2797700,1784593,137993,67943,5011620.0,"80,96",2023 - Q4,5011620,4968237,43383,"0,87","72,00","0,16","35,61%"
2024,1,Buenos Aires,"159,13",203297,2790663,1799013,150290,101294,5044557.0,"81,10",2024 - Q1,5044557,5011620,32937,"0,66","72,04","0,16","35,66%"
2014,1,Capital Federal,"4,02",445569,820161,17767,1866,14555,1299918.0,"112,25",2014 - Q1,1299918,0,0,"0,00","36,19","0,30","1,37%"
2014,2,Capital Federal,"4,25",447637,828411,17729,1883,14555,1310215.0,"113,14",2014 - Q2,1310215,1299918,10297,"0,79","36,64","0,30","1,35%"
2014,3,Capital Federal,"4,44",450155,833402,17886,1995,14387,1317825.0,"113,80",2014 - Q3,1317825,1310215,7610,"0,58","37,34","0,30","1,36%"
2014,4,Capital Federal,"4,78",455785,840224,17155,1962,15394,1330520.0,"114,90",2014 - Q4,1330520,1317825,12695,"0,96","37,39","0,29","1,29%"
2015,1,Capital Federal,"5,00",454934,841743,19334,1994,14716,1332721.0,"114,90",2015 - Q1,1332721,1330520,2201,"0,17","38,51","0,29","1,45%"
2015,2,Capital Federal,"5,31",453178,858342,19786,2172,12806,1346284.0,"116,07",2015 - Q2,1346284,1332721,13563,"1,02","38,97","0,29","1,47%"
2015,3,Capital Federal,"5,66",454815,871262,30974,2229,12788,1372068.0,"118,29",2015 - Q3,1372068,1346284,25784,"1,92","39,64","0,29","2,26%"
2015,4,Capital Federal,"5,93",455427,879950,19818,2273,12758,1370226.0,"118,13",2015 - Q4,1370226,1372068,-1842,"-0,13","39,67","0,29","1,45%"
2016,1,Capital Federal,"6,05",454425,832126,36332,2284,12729,1337896.0,"115,16",2016 - Q1,1337896,1370226,-32330,"-2,36","38,92","0,29","2,72%"
2016,2,Capital Federal,"6,58",450644,892209,36669,2390,12672,1394584.0,"120,04",2016 - Q2,1394584,1337896,56688,"4,24","39,89","0,29","2,63%"
2016,3,Capital Federal,"7,38",447726,905105,36796,2514,10963,1403104.0,"120,77",2016 - Q3,1403104,1394584,8520,"0,61","40,31","0,29","2,62%"
2016,4,Capital Federal,"7,96",434835,914952,38161,2583,10928,1401459.0,"120,63",2016 - Q4,1401459,1403104,-1645,"-0,12","40,43","0,30","2,72%"
2017,1,Capital Federal,"8,35",428801,918328,38259,2730,10928,1399046.0,"108,37",2017 - Q1,1399046,1401459,-2413,"-0,17","39,56","0,29","2,73%"
2017,2,Capital Federal,"8,84",615262,932466,38628,2819,11016,1600191.0,"124,06",2017 - Q2,1600191,1399046,201145,"14,38","40,29","0,30","2,41%"
2017,3,Capital Federal,"10,64",583249,941092,33481,2814,9723,1570359.0,"121,86",2017 - Q3,1570359,1600191,-29832,"-1,86","45,37","0,24","2,13%"
2017,4,Capital Federal,"15,20",571363,961688,36277,3119,9877,1582324.0,"122,90",2017 - Q4,1582324,1570359,11965,"0,76","44,88","0,26","2,29%"
2018,1,Capital Federal,"17,75",349995,968483,35535,3164,9393,1366570.0,"106,24",2018 - Q1,1366570,1582324,-215754,"-13,64","45,95","0,23","2,60%"
2018,2,Capital Federal,"18,94",342431,977916,35610,3908,9321,1369186.0,"106,53",2018 - Q2,1369186,1366570,2616,"0,19","47,53","0,24","2,60%"
2018,3,Capital Federal,"21,64",334353,1009252,35694,3872,9319,1392490.0,"108,45",2018 - Q3,1392490,1369186,23304,"1,70","49,64","0,22","2,56%"
2018,4,Capital Federal,"22,94",328253,1019490,33042,3978,4257,1389020.0,"108,27",2018 - Q4,1389020,1392490,-3470,"-0,25","50,79","0,22","2,38%"
2019,1,Capital Federal,"24,72",328246,1030814,32281,3978,4281,1399600.0,"109,20",2019 - Q1,1399600,1389020,10580,"0,76","51,34","0,22","2,31%"
2019,2,Capital Federal,"30,35",309937,1061358,36082,3962,4281,1415620.0,"110,55",2019 - Q2,1415620,1399600,16020,"1,14","54,31","0,21","2,55%"
2019,3,Capital Federal,"38,71",300288,1080973,24900,3895,31155,1441211.0,"112,65",2019 - Q3,1441211,1415620,25591,"1,81","55,47","0,21","1,73%"
2019,4,Capital Federal,"44,20",196938,1093143,35534,3914,28576,1358105.0,"106,25",2019 - Q4,1358105,1441211,-83106,"-5,77","53,55","0,19","2,62%"
2020,1,Capital Federal,"58,71",184494,1097635,38898,3911,28556,1353494.0,"105,98",2020 - Q1,1353494,1358105,-4611,"-0,34","53,36","0,19","2,87%"
2020,2,Capital Federal,"60,48",178896,1106133,39482,3937,29373,1357821.0,"106,41",2020 - Q2,1357821,1353494,4327,"0,32","55,36","0,17","2,91%"
2020,3,Capital Federal,"63,81",170375,1129573,39417,3936,29374,1372675.0,"107,68",2020 - Q3,1372675,1357821,14854,"1,09","57,36","0,17","2,87%"
2020,4,Capital Federal,"67,33",163060,1142528,39890,4815,29237,1379530.0,"108,31",2020 - Q4,1379530,1372675,6855,"0,50","58,44","0,17","2,89%"
2021,1,Capital Federal,"68,29",159805,1145093,39980,5559,29236,1379673.0,"108,42",2021 - Q1,1379673,1379530,143,"0,01","59,08","0,17","2,90%"
2021,2,Capital Federal,"72,75",148989,1175097,41318,5580,29371,1400355.0,"110,14",2021 - Q2,1400355,1379673,20682,"1,50","61,05","0,16","2,95%"
2021,3,Capital Federal,"77,71",142902,1192107,42966,6059,29371,1413405.0,"111,27",2021 - Q3,1413405,1400355,13050,"0,93","63,01","0,17","3,04%"
2021,4,Capital Federal,"82,95",111360,1205128,60005,5679,29947,1412119.0,"111,27",2021 - Q4,1412119,1413405,-1286,"-0,09","64,78","0,17","4,25%"
2022,1,Capital Federal,"88,22",102290,1217225,62308,5784,29934,1417541.0,"111,80",2022 - Q1,1417541,1412119,5422,"0,38","65,90","0,17","4,40%"
2022,2,Capital Federal,"93,97",145491,1232226,121506,5757,31791,1536771.0,"121,31",2022 - Q2,1536771,1417541,119230,"8,41","67,78","0,16","7,91%"
2022,3,Capital Federal,"101,05",140791,1240125,129218,5758,31787,1547679.0,"122,28",2022 - Q3,1547679,1536771,10908,"0,71","68,58","0,16","8,35%"
2022,4,Capital Federal,"182,86",138753,1238196,138548,4603,31826,1551926.0,"122,73",2022 - Q4,1551926,1547679,4247,"0,27","69,03","0,17","8,93%"
2023,1,Capital Federal,"188,65",132149,1223930,156222,4605,31823,1548729.0,"122,59",2023 - Q1,1548729,1551926,-3197,"-0,21","69,17","0,17","10,09%"
2023,2,Capital Federal,"208,01",68348,1218631,136295,4504,29900,1457678.0,"115,48",2023 - Q2,1457678,1548729,-91051,"-5,88","69,05","0,17","9,35%"
2023,3,Capital Federal,"218,13",60765,1205339,167428,4629,29823,1467984.0,"116,40",2023 - Q3,1467984,1457678,10306,"0,71","69,94","0,17","11,41%"
2023,4,Capital Federal,"234,44",58700,1198835,182520,4492,29820,1474367.0,"117,02",2023 - Q4,1474367,1467984,6383,"0,43","72,00","0,16","12,38%"
2024,1,Capital Federal,"229,94",70108,1177475,203756,4493,48879,1504711.0,"119,53",2024 - Q1,1504711,1474367,30344,"2,06","72,04","0,16","13,54%"
2014,1,Catamarca,"2,80",24126,46,17,0,43,24232.0,"24,25",2014 - Q1,24232,0,0,"0,00","36,19","0,30","0,07%"
2014,2,Catamarca,"2,92",24380,243,17,0,43,24683.0,"24,70",2014 - Q2,24683,24232,451,"1,86","36,64","0,30","0,07%"
2014,3,Catamarca,"2,92",24380,244,15,0,47,24686.0,"24,71",2014 - Q3,24686,24683,3,"0,01","37,34","0,30","0,06%"
2014,4,Catamarca,"3,34",25192,241,16,0,44,25493.0,"25,51",2014 - Q4,25493,24686,807,"3,27","37,39","0,29","0,06%"
2015,1,Catamarca,"3,48",25033,241,16,1,41,25332.0,"25,11",2015 - Q1,25332,25493,-161,"-0,63","38,51","0,29","0,06%"
2015,2,Catamarca,"3,68",25387,242,15,1,34,25679.0,"25,45",2015 - Q2,25679,25332,347,"1,37","38,97","0,29","0,06%"
2015,3,Catamarca,"3,88",25801,242,15,1,34,26093.0,"25,86",2015 - Q3,26093,25679,414,"1,61","39,64","0,29","0,06%"
2015,4,Catamarca,"4,12",26180,242,15,1,34,26472.0,"26,24",2015 - Q4,26472,26093,379,"1,45","39,67","0,29","0,06%"
2016,1,Catamarca,"4,20",26096,243,15,1,34,26389.0,"25,91",2016 - Q1,26389,26472,-83,"-0,31","38,92","0,29","0,06%"
2016,2,Catamarca,"4,36",26262,245,14,1,34,26556.0,"26,07",2016 - Q2,26556,26389,167,"0,63","39,89","0,29","0,05%"
2016,3,Catamarca,"4,73",26689,248,14,1,18,26970.0,"26,48",2016 - Q3,26970,26556,414,"1,56","40,31","0,29","0,05%"
2016,4,Catamarca,"4,89",26735,250,14,1,34,27034.0,"26,54",2016 - Q4,27034,26970,64,"0,24","40,43","0,30","0,05%"
2017,1,Catamarca,"4,97",26020,248,14,1,34,26317.0,"25,66",2017 - Q1,26317,27034,-717,"-2,65","39,56","0,29","0,05%"
2017,2,Catamarca,"5,10",26401,255,14,1,34,26705.0,"25,98",2017 - Q2,26705,26317,388,"1,47","40,29","0,30","0,05%"
2017,3,Catamarca,"5,26",26873,4411,12,1,2181,33478.0,"32,49",2017 - Q3,33478,26705,6773,"25,36","45,37","0,24","0,04%"
2017,4,Catamarca,"7,78",27083,263,11,1,2200,29558.0,"28,62",2017 - Q4,29558,33478,-3920,"-11,71","44,88","0,26","0,04%"
2018,1,Catamarca,"8,20",27300,4415,15,1,2214,33945.0,"32,79",2018 - Q1,33945,29558,4387,"14,84","45,95","0,23","0,04%"
2018,2,Catamarca,"7,69",27444,4415,15,1,2214,34089.0,"32,86",2018 - Q2,34089,33945,144,"0,42","47,53","0,24","0,04%"
2018,3,Catamarca,"7,81",27553,4443,15,1,2214,34226.0,"32,92",2018 - Q3,34226,34089,137,"0,40","49,64","0,22","0,04%"
2018,4,Catamarca,"8,04",26912,4443,16,0,2212,33583.0,"32,23",2018 - Q4,33583,34226,-643,"-1,88","50,79","0,22","0,05%"
2019,1,Catamarca,"7,96",26912,4443,16,0,2251,33622.0,"32,19",2019 - Q1,33622,33583,39,"0,12","51,34","0,22","0,05%"
2019,2,Catamarca,"8,81",25682,5543,13,146,2251,33635.0,"32,13",2019 - Q2,33635,33622,13,"0,04","54,31","0,21","0,04%"
2019,3,Catamarca,"9,29",24349,5543,13,244,2251,32400.0,"30,88",2019 - Q3,32400,33635,-1235,"-3,67","55,47","0,21","0,04%"
2019,4,Catamarca,"24,88",22999,3318,9506,261,2227,38311.0,"36,44",2019 - Q4,38311,32400,5911,"18,24","53,55","0,19","24,81%"
2020,1,Catamarca,"29,13",21945,3146,12056,261,2227,39635.0,"37,62",2020 - Q1,39635,38311,1324,"3,46","53,36","0,19","30,42%"
2020,2,Catamarca,"34,93",26968,3641,14878,261,2228,47976.0,"45,43",2020 - Q2,47976,39635,8341,"21,04","55,36","0,17","31,01%"
2020,3,Catamarca,"36,54",26868,3690,16857,261,2228,49904.0,"47,16",2020 - Q3,49904,47976,1928,"4,02","57,36","0,17","33,78%"
2020,4,Catamarca,"37,65",26870,5115,17856,322,2233,52396.0,"49,41",2020 - Q4,52396,49904,2492,"4,99","58,44","0,17","34,08%"
2021,1,Catamarca,"39,97",26316,4409,18688,322,2233,51968.0,"48,90",2021 - Q1,51968,52396,-428,"-0,82","59,08","0,17","35,96%"
2021,2,Catamarca,"42,19",20305,9426,22331,1449,2233,55744.0,"52,34",2021 - Q2,55744,51968,3776,"7,27","61,05","0,16","40,06%"
2021,3,Catamarca,"43,43",18413,11709,22331,1568,2233,56254.0,"52,71",2021 - Q3,56254,55744,510,"0,91","63,01","0,17","39,70%"
2021,4,Catamarca,"46,38",16385,13858,25100,1512,2235,59090.0,"55,25",2021 - Q4,59090,56254,2836,"5,04","64,78","0,17","42,48%"
2022,1,Catamarca,"51,22",14181,15517,29118,1328,2234,62378.0,"58,21",2022 - Q1,62378,59090,3288,"5,56","65,90","0,17","46,68%"
2022,2,Catamarca,"56,56",11928,9430,42087,1329,2234,67008.0,"62,40",2022 - Q2,67008,62378,4630,"7,42","67,78","0,16","62,81%"
2022,3,Catamarca,"60,99",10010,10495,46224,1329,2235,70293.0,"65,33",2022 - Q3,70293,67008,3285,"4,90","68,58","0,16","65,76%"
2022,4,Catamarca,"83,33",8952,10998,47337,1379,2243,70909.0,"65,77",2022 - Q4,70909,70293,616,"0,88","69,03","0,17","66,76%"
2023,1,Catamarca,"87,41",6980,10655,50230,1384,2243,71492.0,"66,17",2023 - Q1,71492,70909,583,"0,82","69,17","0,17","70,26%"
2023,2,Catamarca,"86,13",7637,10700,53177,1384,92,72990.0,"67,42",2023 - Q2,72990,71492,1498,"2,10","69,05","0,17","72,86%"
2023,3,Catamarca,"87,90",7164,11066,54650,1384,91,74355.0,"68,55",2023 - Q3,74355,72990,1365,"1,87","69,94","0,17","73,50%"
2023,4,Catamarca,"89,40",6669,11016,55437,1384,81,74587.0,"68,63",2023 - Q4,74587,74355,232,"0,31","72,00","0,16","74,33%"
2024,1,Catamarca,"91,45",5901,11025,56542,1384,81,74933.0,"68,82",2024 - Q1,74933,74587,346,"0,46","72,04","0,16","75,46%"
2014,1,Chaco,"3,26",52971,9497,30,0,58,62556.0,"20,72",2014 - Q1,62556,0,0,"0,00","36,19","0,30","0,05%"
2014,2,Chaco,"3,42",53321,9870,30,0,58,63279.0,"20,96",2014 - Q2,63279,62556,723,"1,16","36,64","0,30","0,05%"
2014,3,Chaco,"3,46",53321,10336,29,1,59,63746.0,"21,11",2014 - Q3,63746,63279,467,"0,74","37,34","0,30","0,05%"
2014,4,Chaco,"3,98",55024,10918,31,0,62,66035.0,"21,87",2014 - Q4,66035,63746,2289,"3,59","37,39","0,29","0,05%"
2015,1,Chaco,"4,90",54952,26161,164,27,56,81360.0,"26,65",2015 - Q1,81360,66035,15325,"23,21","38,51","0,29","0,20%"
2015,2,Chaco,"5,19",55767,27809,179,52,41,83848.0,"27,46",2015 - Q2,83848,81360,2488,"3,06","38,97","0,29","0,21%"
2015,3,Chaco,"5,47",56282,28809,186,52,41,85370.0,"27,96",2015 - Q3,85370,83848,1522,"1,82","39,64","0,29","0,22%"
2015,4,Chaco,"5,83",56818,29456,186,52,41,86553.0,"28,35",2015 - Q4,86553,85370,1183,"1,39","39,67","0,29","0,21%"
2016,1,Chaco,"5,99",56353,29994,211,52,41,86651.0,"28,08",2016 - Q1,86651,86553,98,"0,11","38,92","0,29","0,24%"
2016,2,Chaco,"6,30",56112,31825,221,52,41,88251.0,"28,59",2016 - Q2,88251,86651,1600,"1,85","39,89","0,29","0,25%"
2016,3,Chaco,"6,72",56251,32730,232,2,15,89230.0,"28,91",2016 - Q3,89230,88251,979,"1,11","40,31","0,29","0,26%"
